算法,实例名称,工件数,工厂数,工序数,Alpha,实例序号,目标值,下界,Gap,迭代次数,总求解时间(s),主问题时间(s),子问题阶段1时间(s),子问题阶段2时间(s),拒绝订单个数
LBBD3-BCH.py,50-4-8-a0.1-i3.json,50,4,8,0.1,3,10928,9232,0.155197657,233,1807.197,0.198,483.361,71.446,39
LBBD3-BCH.py,50-4-8-a1-i1.json,50,4,8,1,1,9538,8100,0.15076536,338,1804.959,0.289,522.729,111.974,38
LBBD3-BCH.py,50-4-8-a1-i2.json,50,4,8,1,2,10224,8156.377432,0.202232254,117,1815.051,0.102,636.807,38.541,38
LBBD3-BCH.py,50-4-8-a1-i3.json,50,4,8,1,3,10832,9213.955696,0.149376321,179,1803.468,0.168,615.683,57.705,38
LBBD3-BCH.py,50-4-8-a10-i1.json,50,4,8,10,1,8447,8045,0.047590861,260,1804.814,0.211,657.98,99.274,31
LBBD3-BCH.py,50-4-8-a10-i2.json,50,4,8,10,2,8862,8156.75,0.079581359,108,1807.452,0.094,722.332,40.535,29
LBBD3-BCH.py,50-4-8-a10-i3.json,50,4,8,10,3,9280,9252,0.003017241,201,1801.7,0.16,562.504,81.699,24
LBBD3-BCH.py,50-4-8-a100-i1.json,50,4,8,100,1,7956,7956,0,5,3.643,0.005,1.622,1.253,25
LBBD3-BCH.py,50-4-8-a100-i2.json,50,4,8,100,2,8159,8159,0,51,678.543,0.035,273.468,91.936,22
LBBD3-BCH.py,50-4-8-a100-i3.json,50,4,8,100,3,9344,9219,0.013377568,264,1802.495,0.162,633.467,97.328,20
LBBD3-BCH.py,50-5-6-a0.1-i1.json,50,5,6,0.1,1,9594,7970.048071,0.169267451,328,1800.863,0.325,205.588,127.365,38
LBBD3-BCH.py,50-5-6-a0.1-i2.json,50,5,6,0.1,2,10082,8303.404998,0.176412914,260,1800.962,0.304,367.534,120.155,37
LBBD3-BCH.py,50-5-6-a0.1-i3.json,50,5,6,0.1,3,10414,8728.380834,0.161860876,299,1803.077,0.317,371.012,125.929,35
LBBD3-BCH.py,50-5-6-a1-i1.json,50,5,6,1,1,9045,7970.000451,0.118850144,309,1800.481,0.377,196.698,132.197,36
LBBD3-BCH.py,50-5-6-a1-i2.json,50,5,6,1,2,10457,8325.08504,0.203874434,322,1800.261,0.276,295.546,114.504,38
LBBD3-BCH.py,50-5-6-a1-i3.json,50,5,6,1,3,10663,8728.698587,0.181403115,289,1807.224,0.291,334.572,111.882,38
LBBD3-BCH.py,50-5-6-a10-i1.json,50,5,6,10,1,7950,7950,0,189,1031.714,0.179,236.616,82.093,21
LBBD3-BCH.py,50-5-6-a10-i2.json,50,5,6,10,2,8302,8302,0,393,956.451,0.373,338.003,200.917,20
LBBD3-BCH.py,50-5-6-a10-i3.json,50,5,6,10,3,9532,8702.001228,0.087074987,254,1804.828,0.256,487.976,115.679,31
LBBD3-BCH.py,50-5-6-a100-i1.json,50,5,6,100,1,7889,7889,0,6,9.967,0.004,7.006,2.076,19
LBBD3-BCH.py,50-5-6-a100-i2.json,50,5,6,100,2,8236,8236,0,16,21.914,0.014,8.09,9.352,20
LBBD3-BCH.py,50-5-6-a100-i3.json,50,5,6,100,3,8607,8607,0,4,5.105,0.004,2.226,2.032,19
LBBD3-BCH.py,50-5-7-a0.1-i1.json,50,5,7,0.1,1,8907,8108.666667,0.089629879,406,1803.147,0.46,265.156,159.022,37
LBBD3-BCH.py,50-5-7-a0.1-i2.json,50,5,7,0.1,2,9988,8092.625,0.189765218,288,1801.359,0.36,328.914,130.633,38
